Street,City,Zipcode,Price,Zestimate,Bedroom,Bathroom,Year_Built,Living_Area,Home_Type,Lot_Size(Sqft),HOA_Per_Month,Last_Sold_Price,hasHeating,hasCooling,furnished,hasOpenParking,hasCarport,isNewConstruction,hasHomeWarranty,Is_New_Home,Is_For_Auction,Is_Bank_Owned,Price_History,Date,MonthYear_value,Year,avg_school_rating
4156 Vineyard Ave,PLEASANTON,94566,899950,1137731,4,3.0,1910,2294,SINGLE_FAMILY,6094,0,358000,True,True,False,False,False,False,False,False,False,False,899950,2020-09-16,2020-09,2020,7
195 Casper St,MILPITAS,95035,1388888,1458523,5,3.0,1956,2582,SINGLE_FAMILY,6773,0,655000,True,True,False,False,False,False,False,False,False,False,1388888,2020-09-04,2020-09,2020,9
23 Sherburne Hills Rd,DANVILLE,94526,2250000,2250021,4,4.0,1999,3118,SINGLE_FAMILY,56235,0,900000,True,True,False,False,False,False,False,False,False,False,2250000,2020-09-23,2020-09,2020,9
35198 Lancero St,FREMONT,94536,1150000,1048749,4,2.0,1965,1399,SINGLE_FAMILY,5797,0,236000,True,True,False,False,False,False,False,False,False,False,1150000,2020-09-24,2020-09,2020,8
1028 Vista Pointe Cir,SAN RAMON,94582,998000,998498,4,3.0,1996,2044,SINGLE_FAMILY,3489,302,756500,True,True,False,False,False,False,False,False,False,False,998000,2020-09-25,2020-09,2020,9
48 Heritage,OAKLAND,94605,699000,719941,3,3.0,1977,1636,TOWNHOUSE,2360,455,718000,True,True,False,False,False,False,False,False,False,False,699000,2020-09-24,2020-09,2020,3
2935 Acton St,BERKELEY,94702,894000,971258,3,2.0,1924,1513,SINGLE_FAMILY,2570,0,655000,False,False,False,False,False,False,False,False,False,False,894000,2020-09-13,2020-09,2020,7
4908 Ivyleaf Springs Rd,SAN RAMON,94582,774900,775162,3,3.0,2010,1730,CONDO,5614,230,645000,True,True,False,False,False,False,False,False,False,False,774900,2020-09-16,2020-09,2020,9
617 Hobart Ave,SAN MATEO,94402,1690000,1723235,3,2.0,1952,1440,SINGLE_FAMILY,6438,0,655000,True,True,False,False,False,False,False,False,False,False,1690000,2020-09-19,2020-09,2020,7
1381 Saratoga Dr,MILPITAS,95035,1289000,1382866,4,4.0,1964,2133,SINGLE_FAMILY,6281,0,655000,True,True,False,False,False,False,False,False,False,False,1289000,2020-09-20,2020-09,2020,8
1058 24th St,OAKLAND,94607,779000,659634,3,3.0,1886,1896,SINGLE_FAMILY,3798,0,520000,True,True,False,False,False,False,False,False,False,False,779000,2020-09-23,2020-09,2020,0
32272 Valiant Way,UNION CITY,94587,889000,914222,3,2.0,1971,1374,SINGLE_FAMILY,6599,0,470000,True,True,False,False,False,False,False,False,False,False,889000,2020-09-22,2020-09,2020,5
4189 Garatti Ct,PLEASANTON,94566,1189000,1209488,4,2.0,1984,1902,SINGLE_FAMILY,8302,0,655000,True,True,False,False,False,False,False,False,False,False,1189000,2020-09-18,2020-09,2020,8
1435 Nightshade #21,MILPITAS,95035,759888,759614,2,2.0,2018,1072,CONDO,5614,554,655000,True,True,False,False,False,False,False,False,False,False,759888,2020-09-08,2020-09,2020,7
2839 Chloe Ct,CASTRO VALLEY,94546,1098500,1042584,4,3.0,1991,2736,SINGLE_FAMILY,6851,0,1040000,True,True,False,False,False,False,False,False,False,False,1040000,2020-09-10,2020-09,2020,7
1725 Berkeley Way,BERKELEY,94703,950000,1045957,0,2.5,1924,1313,MULTI_FAMILY,3902,0,655000,True,True,False,False,False,False,False,False,False,False,950000,2020-09-18,2020-09,2020,7
675 Fairview St,OAKLAND,94609,995000,1081354,2,4.0,1908,1198,SINGLE_FAMILY,3071,0,825000,True,True,False,False,False,False,False,False,False,False,995000,2020-09-22,2020-09,2020,2
1120 Pomeroy Ave,SANTA CLARA,95051,819000,834473,2,1.0,1963,947,CONDO,1708,342,305000,True,True,False,False,False,False,False,False,False,False,819000,2020-09-18,2020-09,2020,6
1903 Miraplaza Ct APT 16,SANTA CLARA,95051,799950,810963,2,2.0,1986,1041,CONDO,871,430,655000,True,True,False,False,False,False,False,False,False,False,799950,2020-09-23,2020-09,2020,7
3908 Petrified Forest Ct,PLEASANTON,94588,940000,980710,4,2.0,1970,1549,SINGLE_FAMILY,6660,0,655000,True,True,False,False,False,False,False,False,False,False,940000,2020-09-24,2020-09,2020,9
378 Inman Ct,DANVILLE,94526,1099000,1205534,4,4.0,1999,2255,SINGLE_FAMILY,1999,270,562000,True,True,False,False,False,False,False,False,False,False,1099000,2020-09-24,2020-09,2020,10
522 Bayview Park Dr,MILPITAS,95035,1149000,1179514,3,2.0,1984,1464,SINGLE_FAMILY,4787,235,975006,True,unknow,False,False,False,False,False,False,False,False,1149000,2020-09-18,2020-09,2020,9
118 Barias Pl,PLEASANTON,94566,1169000,1152576,3,3.0,2018,1766,SINGLE_FAMILY,2578,195,655000,True,True,False,False,False,False,False,False,False,False,1169000,2020-09-21,2020-09,2020,8
4424 Canterbury Way,UNION CITY,94587,1250000,1251404,5,3.0,1997,2392,SINGLE_FAMILY,4848,0,1155500,True,True,False,False,False,False,False,False,False,False,1250000,2020-09-02,2020-09,2020,6
1101 S Main St APT 304,MILPITAS,95035,748000,748005,2,2.0,2007,1013,CONDO,435,43,333000,True,True,False,False,False,False,False,False,False,False,748000,2020-08-04,2020-08,2020,8
687 Los Olivos Dr,SANTA CLARA,95050,1198888,1255616,3,2.0,1954,1085,SINGLE_FAMILY,6041,0,668500,True,True,False,False,False,False,False,False,False,False,1198888,2020-09-09,2020-09,2020,7
2415 Lost Oaks Dr,SAN JOSE,95124,1388800,1482374,3,2.0,1957,1286,SINGLE_FAMILY,6281,0,655000,True,True,False,False,False,False,False,False,False,False,1388800,2020-09-23,2020-09,2020,9
3039 Newport Ave,SAN RAMON,94583,1050000,1045965,4,2.0,1969,1850,SINGLE_FAMILY,7126,0,595000,True,True,False,False,False,False,False,False,False,False,1050000,2020-09-16,2020-09,2020,9
1427 Holly St,BERKELEY,94703,975000,1077447,2,1.0,1925,1046,SINGLE_FAMILY,3484,0,610000,unknow,True,False,False,False,False,False,False,False,False,975000,2020-09-22,2020-09,2020,8
25850 Kay Ave APT 128,HAYWARD,94545,475000,486275,2,2.0,1989,1007,CONDO,5614,455,275000,True,True,False,False,False,False,False,False,False,False,475000,2020-09-18,2020-09,2020,4
26014 Jane Ave,HAYWARD,94544,599000,631369,3,1.0,1952,1070,SINGLE_FAMILY,5671,0,455000,True,True,False,False,False,False,False,False,False,False,599000,2020-09-14,2020-09,2020,2
1501 Cedarwood Loop,SAN RAMON,94582,899000,908358,4,3.0,2006,1692,TOWNHOUSE,4730,205,550000,True,True,False,False,False,False,False,False,False,False,899000,2020-09-24,2020-09,2020,9
525 Almer Rd APT 307,BURLINGAME,94010,1230000,1203005,2,2.0,1975,1288,CONDO,47001,42,1125000,True,True,False,False,False,False,False,False,False,False,1230000,2020-07-20,2020-07,2020,8
1346 El Camino Real,BURLINGAME,94010,1999999,2026730,3,2.0,1927,1930,SINGLE_FAMILY,6952,0,1484000,True,unknow,False,False,False,False,False,False,False,False,1999999,2020-08-04,2020-08,2020,9
2462 Claremont Pl,UNION CITY,94587,978060,978060,4,2.0,1969,1888,SINGLE_FAMILY,6200,0,285000,False,False,False,False,False,unknow,False,False,False,False,530000,2010-11-14,2010-11,2010,5
1403 Cherry Cir,MILPITAS,95035,939888,950793,3,3.0,2018,1631,TOWNHOUSE,1293,340,965500,True,True,False,False,False,False,False,False,False,False,939888,2020-09-18,2020-09,2020,7
2266 Kenry Way,SOUTH SAN FRANCISCO,94080,1549900,1564152,5,3.0,1965,2294,SINGLE_FAMILY,5501,0,655000,True,True,False,False,False,False,False,False,False,False,1549900,2020-08-18,2020-08,2020,7
127-127A Gardiner Ave,SOUTH SAN FRANCISCO,94080,899000,924092,3,2.0,1920,1260,MULTI_FAMILY,3798,0,655000,True,True,False,False,False,False,False,False,False,False,899000,2020-06-26,2020-06,2020,4
2380 Homestead Rd UNIT 3103,SANTA CLARA,95050,499000,499004,1,1.0,2007,624,CONDO,664,382,270000,True,True,False,False,False,False,False,False,False,False,499000,2020-09-24,2020-09,2020,6
5501 De Marcus Blvd APT 220,DUBLIN,94568,699000,703701,3,2.0,2007,1234,CONDO,5614,398,311000,True,True,False,False,False,False,False,False,False,False,699000,2020-09-14,2020-09,2020,7
1671 Scott St,SAN JOSE,95128,699000,700166,2,1.0,1930,783,SINGLE_FAMILY,2269,0,610000,True,True,False,False,False,False,False,False,False,False,699000,2020-09-20,2020-09,2020,4
1411 Mefferd Ave,SAN MATEO,94401,1149000,1177024,2,1.0,1948,1040,SINGLE_FAMILY,5100,0,239000,True,True,False,False,False,False,False,False,False,False,1149000,2020-09-17,2020-09,2020,5
643 Maybell Ave,PALO ALTO,94306,2488000,2637279,3,2.0,1954,1420,SINGLE_FAMILY,7740,0,655000,True,True,False,False,False,False,False,False,False,False,2488000,2020-09-22,2020-09,2020,8
2944 Minna Ave,OAKLAND,94619,615000,642201,2,1.0,1926,1006,SINGLE_FAMILY,1920,0,416000,True,True,False,False,False,False,False,False,False,False,615000,2020-09-23,2020-09,2020,2
9990 Foxboro Way,SAN RAMON,94583,995000,1003689,4,2.0,1976,1519,SINGLE_FAMILY,7200,0,750000,True,True,False,False,False,False,False,False,False,False,995000,2020-09-23,2020-09,2020,9
1712 Saint Norbert Dr,DANVILLE,94526,1589900,1682397,4,3.0,1978,3000,SINGLE_FAMILY,14884,0,429000,True,True,False,False,False,False,False,False,False,False,1589900,2020-09-22,2020-09,2020,9
1252 Olympic Dr,MILPITAS,95035,998888,1038843,3,2.0,1970,1058,SINGLE_FAMILY,5736,0,490000,True,True,False,False,False,False,False,False,False,False,998888,2020-09-18,2020-09,2020,0
3275 Dublin Blvd APT 415,DUBLIN,94568,595000,609262,2,2.0,2004,1066,CONDO,5614,375,590000,True,True,False,False,False,False,False,False,False,False,595000,2020-09-05,2020-09,2020,9
459 Adams Way,PLEASANTON,94566,2490000,2452094,8,9.0,2005,5117,SINGLE_FAMILY,18312,0,2850000,True,True,False,False,False,False,False,False,False,False,2490000,2020-09-08,2020-09,2020,7
19 Jacklin Cir,MILPITAS,95035,1099500,1100708,3,3.0,1982,1657,SINGLE_FAMILY,3031,170,626000,True,True,False,False,False,False,False,False,False,False,1099500,2020-07-17,2020-07,2020,9
924 Smith Ln,MILPITAS,95035,1249800,1264723,4,4.0,2012,2147,SINGLE_FAMILY,1550,135,655000,True,True,False,False,False,False,False,False,False,False,1249800,2020-09-17,2020-09,2020,7
159 W 38th Ave,SAN MATEO,94403,1499888,1545820,3,2.0,1946,1428,SINGLE_FAMILY,5270,0,1140000,True,True,False,False,False,False,False,False,False,False,1499888,2020-09-17,2020-09,2020,5
203 El Campo Dr,SOUTH SAN FRANCISCO,94080,1298000,1263089,3,2.0,1951,1432,SINGLE_FAMILY,4556,0,1260000,True,True,False,False,False,False,False,False,False,False,1298000,2020-09-21,2020-09,2020,6
2359 S Norfolk St,SAN MATEO,94403,1118000,1172987,3,2.0,1956,1060,SINGLE_FAMILY,5201,0,200000,True,True,False,False,False,False,False,False,False,False,1118000,2020-09-01,2020-09,2020,6
1411 Acton Cres,BERKELEY,94702,799000,857285,2,1.0,1941,711,SINGLE_FAMILY,2034,0,212000,True,True,False,False,False,False,False,False,False,False,799000,2020-09-17,2020-09,2020,7
3100 California St,OAKLAND,94602,798000,882054,3,1.5,1923,1106,SINGLE_FAMILY,4299,0,501000,True,True,False,False,False,False,False,False,False,False,798000,2020-09-18,2020-09,2020,2
3306 San Pedro Ct,UNION CITY,94587,899888,924734,6,4.0,1977,2547,SINGLE_FAMILY,6664,0,655000,True,True,False,False,False,False,False,False,False,False,899888,2020-09-11,2020-09,2020,6
600 S Abel St UNIT 304,MILPITAS,95035,758000,786313,2,2.0,2007,1259,CONDO,435,474,535000,True,True,False,False,False,False,False,False,False,False,758000,2020-09-23,2020-09,2020,8
3855 Carter Dr APT 105,SOUTH SAN FRANCISCO,94080,688000,711800,2,2.0,1996,1090,CONDO,435,642,580000,True,True,False,False,False,False,False,False,False,False,688000,2020-08-17,2020-08,2020,6
3335 Vittoria Loop,DUBLIN,94568,1075841,1075841,4,3.0,2012,2070,SINGLE_FAMILY,2583,195,620500,True,True,False,False,False,False,False,False,False,False,1068000,2020-09-25,2020-09,2020,9
109 Otay Ave,SAN MATEO,94403,1300000,1290500,2,2.0,1953,1110,SINGLE_FAMILY,4016,0,658000,True,True,False,False,False,False,False,False,False,False,1300000,2020-09-23,2020-09,2020,6
43658 Hopkins Ave,FREMONT,94538,1000000,1028799,4,2.0,1960,1612,SINGLE_FAMILY,7840,0,655000,True,unknow,False,False,False,False,False,False,False,False,1000000,2020-09-08,2020-09,2020,8
25612 Belhaven St,HAYWARD,94545,725000,783930,3,2.0,1959,1719,SINGLE_FAMILY,5096,0,410000,True,True,False,False,False,False,False,False,False,False,725000,2020-09-11,2020-09,2020,4
5702 San Carlos Way,PLEASANTON,94566,1349900,1386715,3,2.0,1972,2547,SINGLE_FAMILY,7348,0,770000,True,True,False,False,False,False,False,False,False,False,1349900,2020-09-25,2020-09,2020,8
2541 Poppy Dr,BURLINGAME,94010,2695000,2819515,4,3.0,1930,2354,SINGLE_FAMILY,6381,0,1450000,True,True,False,False,False,False,False,False,False,False,2695000,2020-09-18,2020-09,2020,9
20488 Stevens Creek Blvd APT 2314,CUPERTINO,95014,1398000,1406057,2,2.0,2003,1500,CONDO,401,617,655000,True,True,False,False,False,False,False,False,False,False,1398000,2020-09-18,2020-09,2020,8
2601 Donegal Ave,SOUTH SAN FRANCISCO,94080,1498000,1524495,3,3.0,1964,2170,SINGLE_FAMILY,5667,0,280000,True,True,False,False,False,False,False,False,False,False,1498000,2020-09-14,2020-09,2020,7
1515 Floribunda Ave APT 207,BURLINGAME,94010,1200000,1097289,2,2.0,1977,1279,CONDO,39430,510,535000,True,True,False,False,False,False,False,False,False,False,1200000,2020-08-28,2020-08,2020,8
899 Canada Dr,MILPITAS,95035,1580000,1610631,5,3.0,1979,2566,SINGLE_FAMILY,5187,0,655000,True,True,False,False,False,False,False,False,False,False,1580000,2020-09-19,2020-09,2020,9
22559 Canyon Terrace Dr,CASTRO VALLEY,94552,1479950,1196413,5,3.0,2002,2507,SINGLE_FAMILY,14469,0,920000,False,False,False,False,False,False,False,False,False,False,1479950,2020-09-24,2020-09,2020,8
8682 Fenwick Way,DUBLIN,94568,1250000,1278645,4,3.0,1986,2052,SINGLE_FAMILY,14796,0,304000,True,True,False,False,False,False,False,False,False,False,1250000,2020-09-22,2020-09,2020,7
7703 Pineville Cir,CASTRO VALLEY,94552,1358000,1178749,4,3.0,1995,2340,SINGLE_FAMILY,5837,64,1132000,True,True,False,False,False,False,False,False,False,False,1358000,2020-09-23,2020-09,2020,8
394 Squirrel Ridge Way,DANVILLE,94506,909999,823004,3,3.0,1998,1303,SINGLE_FAMILY,3402,55,276000,True,True,False,False,False,False,False,False,False,False,909999,2020-09-21,2020-09,2020,10
27891 Norwich Way,HAYWARD,94545,624750,648276,3,2.0,1955,1000,SINGLE_FAMILY,5100,0,655000,True,True,False,False,False,False,False,False,False,False,624750,2020-09-20,2020-09,2020,4
1140 Walpert St,HAYWARD,94541,679000,683797,3,3.0,1985,1856,TOWNHOUSE,1799,505,367500,True,True,False,False,False,False,False,False,False,False,679000,2020-09-12,2020-09,2020,3
906 Hearst Ave,BERKELEY,94710,1908108,2007076,5,4.0,1901,2124,SINGLE_FAMILY,5998,0,650000,True,True,False,False,False,False,False,False,False,False,1908108,2020-09-18,2020-09,2020,8
1249 Rhode Island St,SAN FRANCISCO,94107,1049000,1122968,2,1.0,1911,1030,CONDO,2500,250,655000,True,True,False,False,False,False,False,False,False,False,1049000,2020-09-23,2020-09,2020,9
2470 Irma Way,CASTRO VALLEY,94546,714639,714639,3,2.0,1952,1108,SINGLE_FAMILY,4791,0,345000,False,False,False,False,False,unknow,False,False,False,False,345000,2002-06-05,2002-06,2002,7
32457 Elizabeth Way,UNION CITY,94587,900000,927607,4,2.0,1972,1463,SINGLE_FAMILY,6899,0,655000,True,True,False,False,False,False,False,False,False,False,900000,2020-09-24,2020-09,2020,6
2664 Senter Rd APT 221,SAN JOSE,95111,550000,558800,2,2.0,1989,1026,CONDO,1045,350,365000,True,True,False,False,False,False,False,False,False,False,550000,2020-09-24,2020-09,2020,4
381 Mangels Ave,SAN FRANCISCO,94127,1495000,1502978,4,2.5,1961,1906,SINGLE_FAMILY,2809,0,750000,True,True,False,False,False,False,False,False,False,False,1495000,2020-09-22,2020-09,2020,4
100 Oak View Ter,DANVILLE,94526,2479000,2262264,4,3.0,1969,3628,SINGLE_FAMILY,88426,0,1375000,True,True,False,False,False,False,False,False,False,False,2479000,2020-09-24,2020-09,2020,10
335 Pineview Dr,SANTA CLARA,95050,1688888,1775183,4,3.0,1954,2251,SINGLE_FAMILY,6542,0,1580000,True,True,False,False,False,False,False,False,False,False,1688888,2020-09-23,2020-09,2020,7
1186 Claridad Loop,MILPITAS,95035,1299950,1315765,5,4.0,2006,2524,SINGLE_FAMILY,2121,155,850000,True,True,False,False,False,False,False,False,False,False,1299950,2020-09-18,2020-09,2020,8
1337 Bayberry View Ln,SAN RAMON,94582,1359000,1366994,4,5.0,2015,2906,SINGLE_FAMILY,3789,96,1250000,True,True,False,False,False,False,False,False,False,False,1359000,2020-09-18,2020-09,2020,9
1583 Arch St,BERKELEY,94708,829000,888567,2,2.0,1924,1132,CONDO,5614,425,204000,True,True,False,False,False,False,False,False,False,False,829000,2020-09-23,2020-09,2020,7
2876 Saratoga Dr,SAN MATEO,94403,1499000,1543996,3,3.0,2013,1610,TOWNHOUSE,11399,381,1480000,True,True,False,False,False,False,False,False,False,False,1499000,2020-09-18,2020-09,2020,9
4139 Thain Way,PALO ALTO,94306,1698000,1719519,3,2.0,1980,1890,CONDO,4225,1048,1600000,True,True,False,False,False,False,False,False,False,False,1698000,2020-09-09,2020-09,2020,8
7 Stuart Pl,DANVILLE,94526,1179000,1179010,3,3.0,1989,2486,SINGLE_FAMILY,7000,135,535000,True,True,False,False,False,False,False,False,False,False,1179000,2020-09-17,2020-09,2020,9
2664 Celaya Cir,SAN RAMON,94583,1295000,1356400,4,3.0,1978,2586,SINGLE_FAMILY,9583,25,802500,True,True,False,False,False,False,False,False,False,False,1295000,2020-09-22,2020-09,2020,8
10671 S Blaney Ave,CUPERTINO,95014,1998000,2188838,4,2.0,1959,1564,SINGLE_FAMILY,7627,0,655000,True,True,False,False,False,False,False,False,False,False,1998000,2020-09-19,2020-09,2020,8
3517 Casanova Dr,SAN MATEO,94403,1698000,1727849,3,3.0,1948,1740,SINGLE_FAMILY,5000,0,1412000,True,True,False,False,False,False,False,False,False,False,1698000,2020-09-18,2020-09,2020,6
3320 Oak Bluff Ln,DUBLIN,94568,1569000,1592042,5,4.0,2000,3411,SINGLE_FAMILY,6507,86,865000,True,True,False,False,False,False,False,False,False,False,1569000,2020-09-23,2020-09,2020,9
11 Moonlight Ct,SOUTH SAN FRANCISCO,94080,1280000,1268339,3,3.0,1995,1900,SINGLE_FAMILY,2631,130,1301000,True,True,False,False,False,False,False,False,False,False,1280000,2020-08-01,2020-08,2020,7
7584 Silvertree Ln,DUBLIN,94568,688000,712905,3,3.0,1981,1242,TOWNHOUSE,5614,0,655000,False,False,False,False,False,False,False,False,False,False,688000,2020-09-20,2020-09,2020,7
1600 E 19th St,OAKLAND,94606,569000,606426,3,2.0,1975,1275,SINGLE_FAMILY,1224,0,480000,True,True,False,False,False,False,False,False,False,False,569000,2020-09-17,2020-09,2020,0
4329 Bloomfield Dr,SAN JOSE,95124,1195000,1269758,3,2.0,1962,1296,SINGLE_FAMILY,7583,0,655000,True,True,False,False,False,False,False,False,False,False,1195000,2020-09-20,2020-09,2020,7
2156 Donnells Ln,DUBLIN,94568,998000,1027073,3,3.0,2018,2043,SINGLE_FAMILY,2365,70,889000,True,True,False,False,False,False,False,False,False,False,998000,2020-09-24,2020-09,2020,9
3916 Kingridge Dr,SAN MATEO,94403,2295000,2455739,4,3.0,1958,2280,SINGLE_FAMILY,14849,0,551000,True,True,False,False,False,False,False,False,False,False,2295000,2020-09-19,2020-09,2020,5
27746 Tampa Ave,HAYWARD,94544,619000,644368,3,2.0,1954,1000,SINGLE_FAMILY,5000,0,550000,True,True,False,False,False,False,False,False,False,False,619000,2020-09-18,2020-09,2020,2
1437 Ashland Dr,MILPITAS,95035,960000,1019681,3,2.0,1955,995,SINGLE_FAMILY,5998,0,380000,True,True,False,False,False,False,False,False,False,False,960000,2020-09-25,2020-09,2020,7
4664 Queen Anne Ct,UNION CITY,94587,888888,919305,3,2.0,1970,1357,SINGLE_FAMILY,5000,0,655000,True,True,False,False,False,False,False,False,False,False,888888,2020-09-24,2020-09,2020,6
7619 Sunkist Dr,OAKLAND,94605,699000,797583,3,2.0,1940,1407,SINGLE_FAMILY,12026,0,485000,True,True,False,False,False,False,False,False,False,False,699000,2020-09-18,2020-09,2020,2
3857 Vine St,PLEASANTON,94566,675000,675094,2,3.0,1984,1221,TOWNHOUSE,1206,379,325000,True,True,False,False,False,False,False,False,False,False,675000,2020-09-16,2020-09,2020,7
3309 Benton St,SANTA CLARA,95051,1150000,1171726,3,2.0,1963,1325,CONDO,2628,520,182500,True,True,False,False,False,False,False,False,False,False,1150000,2020-09-22,2020-09,2020,6
100 Reflections Dr APT 24,SAN RAMON,94583,525000,530715,2,2.0,1988,943,CONDO,5614,375,655000,True,True,False,False,False,False,False,False,False,False,525000,2020-09-17,2020-09,2020,9
613 Appian Way,UNION CITY,94587,1055000,944422,4,3.0,1979,1831,SINGLE_FAMILY,5174,0,329500,True,True,False,False,False,False,False,False,False,False,1055000,2020-09-23,2020-09,2020,5
4836 Larimer Way,CASTRO VALLEY,94546,799000,862673,3,2.0,1959,1176,SINGLE_FAMILY,6246,0,123000,True,True,False,False,False,False,False,False,False,False,799000,2020-09-24,2020-09,2020,8
34321 Gadwall Cmn,FREMONT,94555,868800,891634,2,3.0,1981,1554,TOWNHOUSE,2848,265,380000,True,False,False,False,False,False,False,False,False,False,868800,2020-09-22,2020-09,2020,8
1310 Monte Diablo Ave,SAN MATEO,94401,1398000,1426770,4,2.0,1947,1800,SINGLE_FAMILY,5248,0,1113000,True,True,False,False,False,False,False,False,False,False,1398000,2020-09-11,2020-09,2020,4
7782 Tuscany Dr,DUBLIN,94568,685000,693353,3,2.0,1992,1260,CONDO,1,375,552000,True,True,False,False,False,False,False,False,False,False,685000,2020-09-24,2020-09,2020,7
101 Tunnel Rd,BERKELEY,94705,1628000,1697290,3,2.0,1920,1743,SINGLE_FAMILY,6094,0,850000,True,True,False,False,False,False,False,False,False,False,1628000,2020-09-20,2020-09,2020,7
341 Sequoia Ter,DANVILLE,94506,1628000,1539693,3,3.0,1984,3140,SINGLE_FAMILY,6899,189,626090,True,True,False,False,False,False,False,False,False,False,1628000,2020-09-17,2020-09,2020,9
3998 Castro Valley Blvd SPACE 36,CASTRO VALLEY,94546,100000,210460,2,2.0,1984,800,MANUFACTURED,1600,0,655000,False,False,False,False,False,False,False,False,False,False,100000,2020-08-11,2020-08,2020,8
3126 Aran Way,DUBLIN,94568,864888,884139,3,3.0,2015,1976,TOWNHOUSE,5614,270,772250,True,True,False,False,False,False,False,False,False,False,864888,2020-09-24,2020-09,2020,9
2815 Newhall St,SANTA CLARA,95050,850000,862686,2,2.0,2016,1267,CONDO,1271,493,596500,True,True,False,False,False,False,False,False,False,False,850000,2020-09-18,2020-09,2020,7
1421 Poppy Ln,HAYWARD,94545,829000,856796,3,3.0,2017,1625,SINGLE_FAMILY,2178,229,777500,True,True,False,False,False,False,False,False,False,False,829000,2020-09-23,2020-09,2020,4
77 Starview Dr,OAKLAND,94618,1150000,1206699,3,3.0,1995,1873,TOWNHOUSE,1768,200,800000,True,True,False,False,False,False,False,False,False,False,1150000,2020-09-24,2020-09,2020,8
587 24th Ave,SAN FRANCISCO,94121,1259000,1417042,3,1.5,1914,1720,SINGLE_FAMILY,2064,0,246000,True,True,False,False,False,False,False,False,False,False,1259000,2020-09-18,2020-09,2020,8
1 Mandalay Pl UNIT 805,SOUTH SAN FRANCISCO,94080,769000,771460,1,1.0,2004,810,CONDO,44731,507,768000,True,True,False,False,False,False,False,False,False,False,769000,2020-08-28,2020-08,2020,0
114 Visa Ct,FREMONT,94538,1300000,1332570,5,3.0,1961,2076,SINGLE_FAMILY,8515,0,525000,True,True,False,False,False,False,False,False,False,False,1300000,2020-09-22,2020-09,2020,7
725 Keats Ave,SOUTH SAN FRANCISCO,94080,1098000,1098955,3,1.0,1953,1240,SINGLE_FAMILY,4499,0,655000,True,unknow,False,False,False,False,False,False,False,False,1098000,2020-09-21,2020-09,2020,6
2132 Regent Way,CASTRO VALLEY,94546,1450000,1565895,0,2.5,1955,2711,MULTI_FAMILY,9888,0,900000,unknow,unknow,False,False,False,False,False,False,False,False,1450000,2020-09-12,2020-09,2020,7
5559 Kales Ave,OAKLAND,94618,1000000,974077,2,2.0,1921,1399,SINGLE_FAMILY,2273,0,825000,True,True,False,False,False,False,False,False,False,False,1000000,2020-09-24,2020-09,2020,7
4166 Chaparral Pl,CASTRO VALLEY,94552,925000,1015704,3,2.0,1967,2066,SINGLE_FAMILY,9975,0,655000,True,True,False,False,False,False,False,False,False,False,925000,2020-09-25,2020-09,2020,8
62 Tweed Ln,DANVILLE,94526,799000,799006,2,2.0,1977,1524,TOWNHOUSE,2495,510,455000,True,True,False,False,False,False,False,False,False,False,799000,2020-09-17,2020-09,2020,9
22253 N 6th St LOT 6,CASTRO VALLEY,94546,850000,881616,3,3.0,2020,1752,TOWNHOUSE,3497,256,655000,True,True,False,False,False,False,False,False,False,False,850000,2020-09-15,2020-09,2020,2
2863 S Bascom Ave APT 808,CAMPBELL,95008,599000,603718,2,2.0,1984,841,CONDO,902,445,435000,True,True,False,False,False,False,False,False,False,False,599000,2020-09-23,2020-09,2020,7
19882 Portal Plz,CUPERTINO,95014,1100000,1087709,2,3.0,1982,1166,TOWNHOUSE,710,539,561000,True,True,False,False,False,False,False,False,False,False,1100000,2020-09-12,2020-09,2020,8
1464 Edsel Dr,MILPITAS,95035,950000,990930,3,2.0,1956,995,SINGLE_FAMILY,6290,0,585000,True,True,False,False,False,False,False,False,False,False,950000,2020-09-03,2020-09,2020,7
49002 Cinnamon Fern Cmn UNIT 312,FREMONT,94539,430647,436395,3,2.0,2009,1382,CONDO,5614,385,323000,True,True,False,False,False,False,False,False,False,False,430647,2020-09-14,2020-09,2020,9
1337 California Dr,BURLINGAME,94010,2375000,2313718,4,3.0,1927,2540,SINGLE_FAMILY,4477,0,183500,True,True,False,False,False,False,False,False,False,False,2375000,2020-08-20,2020-08,2020,9
285 The Uplands,BERKELEY,94705,2545000,2695020,3,4.0,1939,3265,SINGLE_FAMILY,11857,0,1365000,True,True,False,False,False,False,False,False,False,False,2545000,2020-09-21,2020-09,2020,7
25 Hartford St,SAN FRANCISCO,94114,2595000,2555870,3,2.5,1901,1935,SINGLE_FAMILY,3123,0,2515000,False,False,False,False,False,False,False,False,False,False,2595000,2020-09-22,2020-09,2020,1
804 Byron Dr,SOUTH SAN FRANCISCO,94080,855000,917405,3,1.0,1953,1000,SINGLE_FAMILY,5248,0,655000,True,True,False,False,False,False,False,False,False,False,855000,2020-09-09,2020-09,2020,6
4009 San Ysidro Way,SAN JOSE,95111,749000,775537,4,3.0,1959,1513,SINGLE_FAMILY,5157,0,655000,True,True,False,False,False,False,False,False,False,False,749000,2020-09-22,2020-09,2020,3
